forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-29,FL,23,,Debbie Wasserman Schultz,D,true,lite,0.9997,69.94,62.9,76.89
2018-10-29,FL,23,,Joe Kaufman,R,false,lite,0.0003,27.02,20.03,34.04
2018-10-29,FL,23,,Others,,false,lite,0.0,3.04,1.01,5.58
2018-10-29,FL,24,,Frederica Wilson,D,true,lite,1.0,100.0,100.0,100.0
2018-10-29,FL,25,,Mario Diaz-Balart,R,true,lite,0.8032,54.2,47.83,60.59
2018-10-29,FL,25,,Mary Barzee Flores,D,false,lite,0.1968,45.8,39.41,52.17
2018-10-29,FL,26,,Debbie Mucarsel-Powell,D,false,lite,0.502,50.01,45.07,55.02
2018-10-29,FL,26,,Carlos Curbelo,R,true,lite,0.498,49.99,44.98,54.93
2018-10-29,FL,27,,Donna Shalala,D,false,lite,0.6199,49.59,44.14,55.03
2018-10-29,FL,27,,Maria Salazar,R,false,lite,0.3801,47.15,41.68,52.58
2018-10-29,FL,27,,Mayra Joli,NPA,false,lite,0.0,3.26,1.09,5.9
2018-10-29,GA,1,,Buddy Carter,R,true,lite,0.9813,61.43,54.72,68.15
2018-10-29,GA,1,,Lisa M. Ring,D,false,lite,0.0187,38.57,31.85,45.28
2018-10-29,GA,2,,Sanford D. Bishop Jr.,D,true,lite,0.9967,66.14,59.36,72.98
2018-10-29,GA,2,,Herman West Jr.,R,false,lite,0.0033,33.86,27.02,40.64
2018-10-29,GA,3,,A. Drew Ferguson,R,true,lite,0.9991,69.53,62.86,76.15
2018-10-29,GA,3,,Chuck Enderlin,D,false,lite,0.0009,30.47,23.85,37.14
2018-10-29,GA,4,,Hank Johnson,D,true,lite,1.0,81.87,75.8,87.9
2018-10-29,GA,4,,Joe Profit,R,false,lite,0.0,18.13,12.1,24.2
2018-10-29,GA,5,,John Lewis,D,true,lite,1.0,100.0,100.0,100.0
2018-10-29,GA,6,,Karen C. Handel,R,true,lite,0.7592,52.86,47.53,58.15
2018-10-29,GA,6,,Lucy McBath,D,false,lite,0.2408,47.14,41.85,52.47
2018-10-29,GA,7,,Rob Woodall,R,true,lite,0.9393,55.81,51.1,60.53
2018-10-29,GA,7,,Carolyn Bourdeaux,D,false,lite,0.0607,44.19,39.47,48.9
2018-10-29,GA,8,,Austin Scott,R,true,lite,1.0,100.0,100.0,100.0
2018-10-29,GA,9,,Doug Collins,R,true,lite,1.0,80.9,74.44,87.38
2018-10-29,GA,9,,Josh McCall,D,false,lite,0.0,19.1,12.62,25.56
2018-10-29,GA,10,,Jody Hice,R,true,lite,0.9978,66.5,59.82,73.08
2018-10-29,GA,10,,Tabitha A. Johnson-Green,D,false,lite,0.0022,33.5,26.92,40.18
2018-10-29,GA,11,,Barry Loudermilk,R,true,lite,0.9979,67.62,60.78,74.41
2018-10-29,GA,11,,Flynn D. Broady Jr.,D,false,lite,0.0021,32.38,25.59,39.22
2018-10-29,GA,12,,Rick Allen,R,true,lite,0.9739,61.2,54.15,68.28
2018-10-29,GA,12,,Francys Johnson,D,false,lite,0.0261,38.8,31.72,45.85
2018-10-29,GA,13,,David Scott,D,true,lite,1.0,78.15,71.75,84.51
2018-10-29,GA,13,,David Callahan,R,false,lite,0.0,21.85,15.49,28.25
2018-10-29,GA,14,,Tom Graves,R,true,lite,1.0,78.14,71.58,84.8
2018-10-29,GA,14,,Steven Lamar Foster,D,false,lite,0.0,21.86,15.2,28.42
2018-10-29,HI,1,,Ed Case,D,false,lite,0.999,69.6,61.69,77.52
2018-10-29,HI,1,,Cam Cavasso,R,false,lite,0.001,25.47,17.55,33.38
2018-10-29,HI,1,,Others,,false,lite,0.0,4.93,1.99,8.43
2018-10-29,HI,2,,Tulsi Gabbard,D,true,lite,1.0,78.07,71.05,85.05
2018-10-29,HI,2,,Brian Evans,R,false,lite,0.0,21.93,14.95,28.95
2018-10-29,IA,1,,Abby Finkenauer,D,false,lite,0.7854,51.88,46.33,57.39
2018-10-29,IA,1,,Rod Blum,R,true,lite,0.2146,45.27,39.74,50.81
2018-10-29,IA,1,,Troy Hageman,LIB,false,lite,0.0,2.85,0.91,5.21
2018-10-29,IA,2,,David Loebsack,D,true,lite,0.9723,56.53,50.82,62.28
2018-10-29,IA,2,,Christopher Peters,R,false,lite,0.0277,39.66,33.97,45.33
2018-10-29,IA,2,,Others,,false,lite,0.0,3.81,1.37,6.75
2018-10-29,IA,3,,Cindy Axne,D,false,lite,0.5614,48.37,43.33,53.37
2018-10-29,IA,3,,David Young,R,true,lite,0.4386,47.32,42.26,52.31
2018-10-29,IA,3,,Others,,false,lite,0.0,4.31,1.67,7.5
2018-10-29,IA,4,,Steve King,R,true,lite,0.9243,54.02,48.36,59.69
2018-10-29,IA,4,,J.D. Scholten,D,false,lite,0.0757,41.85,36.17,47.47
2018-10-29,IA,4,,Others,,false,lite,0.0,4.13,1.54,7.26
2018-10-29,ID,1,,Russ Fulcher,R,false,lite,0.9194,52.1,44.54,59.5
2018-10-29,ID,1,,Cristina McNeil,D,false,lite,0.0806,36.58,29.08,44.12
2018-10-29,ID,1,,Others,,false,lite,0.0,11.32,6.38,16.74
2018-10-29,ID,2,,Mike Simpson,R,true,lite,0.9799,61.75,54.54,68.79
2018-10-29,ID,2,,Aaron Swisher,D,false,lite,0.0201,38.25,31.21,45.46
2018-10-29,IL,1,,Bobby L. Rush,D,true,lite,1.0,82.79,76.84,88.76
2018-10-29,IL,1,,Thomas Rudbeck,IND,false,lite,0.0,3.48,1.23,6.22
2018-10-29,IL,1,,Jimmy Lee Tillman II,R,false,lite,0.0,13.73,7.73,19.64
2018-10-29,IL,2,,Robin Kelly,D,true,lite,1.0,85.83,80.03,91.65
2018-10-29,IL,2,,David Merkle,R,false,lite,0.0,14.17,8.35,19.97
2018-10-29,IL,3,,Daniel Lipinski,D,true,lite,0.9979,67.47,60.65,74.27
2018-10-29,IL,3,,Arthur J. Jones,R,false,lite,0.0021,32.53,25.73,39.35
2018-10-29,IL,4,,"Jesus ""Chuy"" Garcia",D,false,lite,1.0,82.78,76.06,89.56
2018-10-29,IL,4,,Mark Wayne Lorch,R,false,lite,0.0,17.22,10.44,23.94
2018-10-29,IL,5,,Mike Quigley,D,true,lite,1.0,80.27,73.71,86.81
2018-10-29,IL,5,,Tom Hanson,R,false,lite,0.0,19.73,13.19,26.29
2018-10-29,IL,6,,Sean Casten,D,false,lite,0.5646,50.64,45.59,55.76
2018-10-29,IL,6,,Peter J. Roskam,R,true,lite,0.4354,49.36,44.24,54.41
2018-10-29,IL,7,,Danny K. Davis,D,true,lite,1.0,91.58,87.17,96.09
2018-10-29,IL,7,,Craig Cameron,R,false,lite,0.0,8.42,3.91,12.83
2018-10-29,IL,8,,Raja Krishnamoorthi,D,true,lite,0.9987,70.22,63.07,77.38
2018-10-29,IL,8,,"Jitendra ""JD"" Diganvker",R,false,lite,0.0013,29.78,22.62,36.93
2018-10-29,IL,9,,Jan Schakowsky,D,true,lite,1.0,79.76,73.31,86.18
2018-10-29,IL,9,,John D. Elleson,R,false,lite,0.0,20.24,13.82,26.69
2018-10-29,IL,10,,Bradley Schneider,D,true,lite,0.9996,72.98,66.12,79.89
2018-10-29,IL,10,,Douglas R. Bennett,R,false,lite,0.0004,27.02,20.11,33.88
2018-10-29,IL,11,,Bill Foster,D,true,lite,0.9994,70.94,64.0,77.85
2018-10-29,IL,11,,Nick Stella,R,false,lite,0.0006,29.06,22.15,36.0
2018-10-29,IL,12,,Mike Bost,R,true,lite,0.8143,51.76,46.79,56.69
2018-10-29,IL,12,,Brendan Kelly,D,false,lite,0.1856,45.22,40.28,50.16
2018-10-29,IL,12,,Randy Auxier,GRE,false,lite,0.0,3.02,1.01,5.54
2018-10-29,IL,13,,Rodney Davis,R,true,lite,0.7645,52.55,47.99,57.13
2018-10-29,IL,13,,Betsy Dirksen Londrigan,D,false,lite,0.2355,47.45,42.87,52.01
2018-10-29,IL,14,,Randy Hultgren,R,true,lite,0.7342,52.38,47.48,57.26
2018-10-29,IL,14,,Lauren Underwood,D,false,lite,0.2658,47.62,42.74,52.52
2018-10-29,IL,15,,John Shimkus,R,true,lite,0.9994,72.02,64.83,79.15
2018-10-29,IL,15,,Kevin Gaither,D,false,lite,0.0006,27.98,20.85,35.17
2018-10-29,IL,16,,Adam Kinzinger,R,true,lite,0.9354,58.54,51.43,65.57
2018-10-29,IL,16,,Sara Dady,D,false,lite,0.0646,41.46,34.43,48.57
2018-10-29,IL,17,,Cheri Bustos,D,true,lite,0.9939,64.6,57.87,71.36
2018-10-29,IL,17,,William W. Fawell,R,false,lite,0.0061,35.4,28.64,42.13
2018-10-29,IL,18,,Darin LaHood,R,true,lite,0.9932,64.48,57.69,71.3
2018-10-29,IL,18,,Junius Rodriguez,D,false,lite,0.0068,35.52,28.7,42.31
2018-10-29,IN,1,,Peter Visclosky,D,true,lite,0.9991,69.58,62.74,76.47
2018-10-29,IN,1,,Mark Leyva,R,false,lite,0.0009,30.42,23.53,37.26
2018-10-29,IN,2,,Jackie Walorski,R,true,lite,0.9707,61.02,53.83,68.12
2018-10-29,IN,2,,Mel Hall,D,false,lite,0.0293,38.98,31.88,46.17
2018-10-29,IN,3,,Jim Banks,R,true,lite,0.9753,59.27,53.45,65.06
2018-10-29,IN,3,,Courtney Tritch,D,false,lite,0.0247,40.73,34.94,46.55
2018-10-29,IN,4,,Jim Baird,R,false,lite,0.973,60.65,53.82,67.38
2018-10-29,IN,4,,Tobi Beck,D,false,lite,0.027,39.35,32.62,46.18
2018-10-29,IN,5,,Susan W. Brooks,R,true,lite,0.8964,56.61,49.89,63.24
2018-10-29,IN,5,,Dee Thornton,D,false,lite,0.1036,43.39,36.76,50.11
2018-10-29,IN,6,,Greg Pence,R,false,lite,0.9854,60.66,53.46,67.9
2018-10-29,IN,6,,Jeannine Lee Lake,D,false,lite,0.0146,35.45,28.16,42.61
2018-10-29,IN,6,,Tom Ferkinhoff,LIB,false,lite,0.0,3.89,1.43,6.88
2018-10-29,IN,7,,André Carson,D,true,lite,0.9998,72.25,65.63,78.84
2018-10-29,IN,7,,"Wayne ""Gunny"" Harmon",R,false,lite,0.0002,27.75,21.16,34.37
2018-10-29,IN,8,,Larry Bucshon,R,true,lite,0.9949,65.23,58.33,72.13
2018-10-29,IN,8,,William Tanoos,D,false,lite,0.0051,34.77,27.87,41.67
2018-10-29,IN,9,,Trey Hollingsworth,R,true,lite,0.9861,62.3,55.51,69.13
2018-10-29,IN,9,,Liz Watson,D,false,lite,0.0139,37.7,30.87,44.49
2018-10-29,KS,1,,Roger Marshall,R,true,lite,0.9961,63.16,57.29,68.99
2018-10-29,KS,1,,Alan LaPolice,D,false,lite,0.0039,36.84,31.01,42.71
2018-10-29,KS,2,,Paul Davis,D,false,lite,0.5953,48.36,42.96,53.78
2018-10-29,KS,2,,Steve Watkins,R,false,lite,0.4045,46.5,41.08,51.81
2018-10-29,KS,2,,Kelly Standley,LIB,false,lite,0.0001,5.14,2.1,8.73
2018-10-29,KS,3,,Sharice Davids,D,false,lite,0.831,52.12,46.85,57.32
2018-10-29,KS,3,,Kevin Yoder,R,true,lite,0.169,44.62,39.44,49.83
2018-10-29,KS,3,,Chris Clemmons,LIB,false,lite,0.0,3.26,1.1,5.91
2018-10-29,KS,4,,Ron Estes,R,true,lite,0.9632,57.93,52.3,63.46
2018-10-29,KS,4,,James A. Thompson,D,false,lite,0.0368,42.07,36.54,47.7
2018-10-29,KY,1,,James Comer,R,true,lite,0.9992,70.13,63.04,77.13
2018-10-29,KY,1,,Paul Walker,D,false,lite,0.0008,29.87,22.87,36.96
2018-10-29,KY,2,,Brett S. Guthrie,R,true,lite,0.9965,64.43,57.53,71.37
2018-10-29,KY,2,,Hank Linderman,D,false,lite,0.0035,32.52,25.58,39.4
2018-10-29,KY,2,,Thomas Loecken,IND,false,lite,0.0,3.04,1.02,5.52
2018-10-29,KY,3,,John A. Yarmuth,D,true,lite,0.9998,70.28,63.67,76.9
2018-10-29,KY,3,,Vickie Glisson,R,false,lite,0.0002,26.79,20.14,33.38
2018-10-29,KY,3,,Gregory Boles,LIB,false,lite,0.0,2.92,0.97,5.37
2018-10-29,KY,4,,Thomas Massie,R,true,lite,0.9935,62.75,55.88,69.57
2018-10-29,KY,4,,Seth Hall,D,false,lite,0.0065,34.23,27.39,41.07
2018-10-29,KY,4,,Mike Moffett,IND,false,lite,0.0,3.02,0.99,5.52
2018-10-29,KY,5,,Harold Rogers,R,true,lite,0.9999,76.73,69.24,84.23
2018-10-29,KY,5,,Kenneth S. Stepp,D,false,lite,0.0001,23.27,15.77,30.76
2018-10-29,KY,6,,Amy McGrath,D,false,lite,0.601,49.42,44.72,54.12
2018-10-29,KY,6,,Andy Barr,R,true,lite,0.399,47.66,42.89,52.35
2018-10-29,KY,6,,Others,,false,lite,0.0,2.92,0.95,5.39
2018-10-29,LA,1,,Steve Scalise,R,true,lite,1.0,69.69,60.69,79.32
2018-10-29,LA,1,,Jim Francis,D,false,lite,0.0,7.97,3.6,12.66
2018-10-29,LA,1,,Tammy M. Savoie,D,false,lite,0.0,12.51,6.63,18.44
2018-10-29,LA,1,,Lee Ann Dugas,D,false,lite,0.0,6.71,2.85,10.98
2018-10-29,LA,1,,Others,,false,lite,0.0,3.11,1.03,5.67
2018-10-29,LA,2,,Cedric Richmond,D,true,lite,1.0,85.06,78.46,91.12
2018-10-29,LA,2,,Others,,false,lite,0.0,14.94,8.88,21.54
2018-10-29,LA,3,,Clay Higgins,R,true,lite,0.9936,55.39,47.81,63.65
2018-10-29,LA,3,,Josh Guillory,R,false,lite,0.004,12.12,7.24,17.14
2018-10-29,LA,3,,Mimi Methvin,D,false,lite,0.0016,13.48,7.69,19.39
2018-10-29,LA,3,,Rob Anderson,D,false,lite,0.0005,8.4,4.01,13.11
2018-10-29,LA,3,,Aaron Andrus,LIB,false,lite,0.0002,4.13,1.57,7.21
2018-10-29,LA,3,,Larry Rader,D,false,lite,0.0,4.2,1.51,7.35
2018-10-29,LA,3,,Verone Thomas,D,false,lite,0.0,2.28,0.65,4.33
2018-10-29,LA,4,,Mike Johnson,R,true,lite,0.9801,60.21,52.91,67.49
2018-10-29,LA,4,,Ryan Trundle,D,false,lite,0.0199,37.04,29.74,44.33
2018-10-29,LA,4,,Mark Halverson,I,false,lite,0.0,2.76,0.88,5.08
2018-10-29,LA,5,,Ralph Abraham,R,true,lite,0.9935,62.39,55.21,69.46
2018-10-29,LA,5,,Jessee Carlton Fleenor,D,false,lite,0.0065,34.46,27.34,41.66
2018-10-29,LA,5,,Others,,false,lite,0.0,3.15,1.06,5.69
2018-10-29,LA,6,,Garrett Graves,R,true,lite,0.9988,65.76,56.66,75.55
2018-10-29,LA,6,,Justin DeWitt,D,false,lite,0.001,18.98,11.97,25.77
2018-10-29,LA,6,,Andie Saizan,D,false,lite,0.0002,12.74,7.07,18.51
2018-10-29,LA,6,,Devin Lance Graham,I,false,lite,0.0,2.51,0.78,4.68
2018-10-29,MA,1,,Richard E. Neal,D,true,lite,1.0,100.0,100.0,100.0
2018-10-29,MA,2,,James McGovern,D,true,lite,0.9998,74.66,67.76,81.55
2018-10-29,MA,2,,Tracy Lovvorn,R,false,lite,0.0002,25.34,18.45,32.24
2018-10-29,MA,3,,Lori Trahan,D,false,lite,0.998,66.44,59.05,73.79
2018-10-29,MA,3,,Rick Green,R,false,lite,0.0019,29.71,22.38,36.99
2018-10-29,MA,3,,Michael P. Mullen,IND,false,lite,0.0,3.84,1.41,6.76
2018-10-29,MA,4,,Joseph P. Kennedy III,D,true,lite,1.0,100.0,100.0,100.0
2018-10-29,MA,5,,Katherine Clark,D,true,lite,1.0,82.45,76.0,88.93
2018-10-29,MA,5,,John Hugo,R,false,lite,0.0,17.55,11.07,24.0
2018-10-29,MA,6,,Seth Moulton,D,true,lite,0.9997,71.28,63.89,78.77
2018-10-29,MA,6,,Joseph S. Schneider,R,false,lite,0.0003,25.47,17.97,32.86
2018-10-29,MA,6,,Mary Jean Charbonneau,IND,false,lite,0.0,3.25,1.13,5.87
2018-10-29,MA,7,,Ayanna Pressley,D,false,lite,1.0,100.0,100.0,100.0
2018-10-29,MA,8,,Stephen F. Lynch,D,true,lite,1.0,100.0,100.0,100.0
2018-10-29,MA,9,,William Keating,D,true,lite,0.9992,71.23,64.16,78.35
2018-10-29,MA,9,,Peter D. Tedeschi,R,false,lite,0.0008,28.77,21.65,35.84
2018-10-29,MD,1,,Andy Harris,R,true,lite,0.9911,62.91,55.56,70.19
2018-10-29,MD,1,,Jesse Colvin,D,false,lite,0.0088,33.84,26.54,41.16
2018-10-29,MD,1,,Jenica Martin,LIB,false,lite,0.0,3.24,1.1,5.83
2018-10-29,MD,2,,C. A. Dutch Ruppersberger,D,true,lite,0.9997,71.47,64.63,78.38
2018-10-29,MD,2,,Liz Matory,R,false,lite,0.0003,24.99,18.06,31.81
2018-10-29,MD,2,,Others,,false,lite,0.0,3.54,1.25,6.35
2018-10-29,MD,3,,John P. Sarbanes,D,true,lite,0.9999,73.31,66.48,80.1
2018-10-29,MD,3,,Charles Anthony,R,false,lite,0.0001,23.51,16.66,30.32
2018-10-29,MD,3,,David Lashar,LIB,false,lite,0.0,3.18,1.08,5.78
2018-10-29,MD,4,,Anthony Brown,D,true,lite,1.0,83.54,77.56,89.44
2018-10-29,MD,4,,David Bishop,LIB,false,lite,0.0,3.48,1.23,6.22
2018-10-29,MD,4,,George McDermott,R,false,lite,0.0,12.98,7.08,18.94
2018-10-29,MD,5,,Steny H. Hoyer,D,true,lite,1.0,74.88,68.26,81.38
2018-10-29,MD,5,,William A. Devine III,R,false,lite,0.0,21.5,14.95,28.11
2018-10-29,MD,5,,Others,,false,lite,0.0,3.62,1.28,6.41
2018-10-29,MD,6,,David Trone,D,false,lite,0.9842,60.13,53.21,67.04
2018-10-29,MD,6,,Amie Hoeber,R,false,lite,0.0158,35.89,28.9,42.79
2018-10-29,MD,6,,Others,,false,lite,0.0,3.98,1.47,7.03
2018-10-29,MD,7,,Elijah Cummings,D,true,lite,1.0,82.89,76.93,88.89
2018-10-29,MD,7,,David Griggs,LIB,false,lite,0.0,3.45,1.22,6.19
2018-10-29,MD,7,,Richmond Davis,R,false,lite,0.0,13.66,7.68,19.6
2018-10-29,MD,8,,Jamie Raskin,D,true,lite,0.9999,74.85,68.14,81.59
2018-10-29,MD,8,,John Walsh,R,false,lite,0.0001,21.94,15.17,28.61
2018-10-29,MD,8,,Jasen Wunder,LIB,false,lite,0.0,3.22,1.1,5.83
2018-10-29,ME,1,,Chellie Pingree,D,true,lite,0.9933,60.77,54.51,67.05
2018-10-29,ME,1,,Mark Holbrook,R,false,lite,0.0067,35.52,29.16,41.75
2018-10-29,ME,1,,Marty Grohman,IND,false,lite,0.0,3.71,1.33,6.59
2018-10-29,ME,2,,Jared Golden,D,false,lite,0.5453,48.47,42.99,53.95
2018-10-29,ME,2,,Bruce Poliquin,R,true,lite,0.4547,47.57,42.08,53.04
2018-10-29,ME,2,,Others,,false,lite,0.0,3.96,1.45,6.97
2018-10-29,MI,1,,Jack Bergman,R,true,lite,0.9397,59.06,51.63,66.46
2018-10-29,MI,1,,Matt Morgan,D,false,lite,0.0603,40.94,33.54,48.37
2018-10-29,MI,2,,Bill Huizenga,R,true,lite,0.8634,53.27,47.77,58.72
2018-10-29,MI,2,,Rob Davidson,D,false,lite,0.1365,44.17,38.74,49.65
2018-10-29,MI,2,,Ronald E. Graeser,US Taxpayers,false,lite,0.0001,2.56,0.79,4.77
2018-10-29,MI,3,,Justin Amash,R,true,lite,0.8056,53.13,46.05,60.19
2018-10-29,MI,3,,Cathy Albro,D,false,lite,0.1944,43.99,36.92,50.98
2018-10-29,MI,3,,Ted Gerrard,US Taxpayers,false,lite,0.0,2.89,0.94,5.29
2018-10-29,MI,4,,John Moolenaar,R,true,lite,0.9604,60.14,52.86,67.46
2018-10-29,MI,4,,Jerry Hilliard,D,false,lite,0.0396,39.86,32.54,47.14
2018-10-29,MI,5,,Daniel Kildee,D,true,lite,0.9978,66.64,59.36,73.91
2018-10-29,MI,5,,Travis Wines,R,false,lite,0.0022,30.49,23.23,37.75
2018-10-29,MI,5,,Kathy Goodwin,Working Class,false,lite,0.0,2.87,0.93,5.26
2018-10-29,MI,6,,Fred Upton,R,true,lite,0.7514,51.41,46.15,56.57
2018-10-29,MI,6,,Matt Longjohn,D,false,lite,0.2486,46.07,40.9,51.3
2018-10-29,MI,6,,Stephen J. Young,US Taxpayers,false,lite,0.0,2.52,0.77,4.72
2018-10-29,MI,7,,Tim Walberg,R,true,lite,0.7816,53.62,47.46,59.7
2018-10-29,MI,7,,Gretchen Driskell,D,false,lite,0.2184,46.38,40.3,52.54
2018-10-29,MI,8,,Mike Bishop,R,true,lite,0.5691,49.11,44.15,54.04
2018-10-29,MI,8,,Elissa Slotkin,D,false,lite,0.4309,47.86,42.94,52.74
2018-10-29,MI,8,,Others,,false,lite,0.0,3.03,1.0,5.58
2018-10-29,MI,9,,Andy Levin,D,false,lite,0.9748,59.24,52.12,66.34
2018-10-29,MI,9,,Candius Stearns,R,false,lite,0.0252,37.0,29.9,44.07
2018-10-29,MI,9,,Others,,false,lite,0.0,3.76,1.36,6.66
2018-10-29,MI,10,,Paul Mitchell,R,true,lite,0.9862,61.32,53.94,68.57
2018-10-29,MI,10,,Kimberly Bizon,D,false,lite,0.0138,35.26,27.96,42.62
2018-10-29,MI,10,,Others,,false,lite,0.0,3.41,1.18,6.14
2018-10-29,MI,11,,Haley Stevens,D,false,lite,0.7679,50.42,45.84,54.97
2018-10-29,MI,11,,Lena Epstein,R,false,lite,0.2321,45.56,41.0,50.08
2018-10-29,MI,11,,Others,,false,lite,0.0,4.03,1.51,7.07
2018-10-29,MI,12,,Debbie Dingell,D,true,lite,0.9999,73.99,67.36,80.66
2018-10-29,MI,12,,Jeff Jones,R,false,lite,0.0001,22.6,15.89,29.2
2018-10-29,MI,12,,Others,,false,lite,0.0,3.41,1.19,6.14
2018-10-29,MI,13,,Rashida Tlaib,D,false,lite,1.0,85.61,79.12,91.61
2018-10-29,MI,13,,Others,,false,lite,0.0,14.39,8.39,20.88
2018-10-29,MI,14,,Brenda Lawrence,D,true,lite,1.0,85.69,79.97,91.43
2018-10-29,MI,14,,Philip Kolody,Working Class,false,lite,0.0,3.36,1.16,6.04
2018-10-29,MI,14,,Marc S. Herschfus,R,false,lite,0.0,10.95,5.21,16.66
2018-10-29,MN,1,,Jim Hagedorn,R,false,lite,0.5202,50.18,45.52,54.87
2018-10-29,MN,1,,Dan Feehan,D,false,lite,0.4798,49.82,45.13,54.48
2018-10-29,MN,2,,Angie Craig,D,false,lite,0.7996,52.92,48.46,57.37
2018-10-29,MN,2,,Jason Lewis,R,true,lite,0.2004,47.08,42.63,51.54
2018-10-29,MN,3,,Dean Phillips,D,false,lite,0.843,53.56,49.0,58.2
2018-10-29,MN,3,,Erik Paulsen,R,true,lite,0.157,46.44,41.8,51.0
2018-10-29,MN,4,,Betty McCollum,D,true,lite,0.9999,74.67,67.91,81.47
2018-10-29,MN,4,,Greg Ryan,R,false,lite,0.0001,21.64,14.81,28.34
2018-10-29,MN,4,,Susan Pendergast Sindt,Legal Marijuana Now,false,lite,0.0,3.69,1.32,6.54
2018-10-29,MN,5,,Ilhan Omar,D,false,lite,1.0,79.67,73.21,86.17
2018-10-29,MN,5,,Jennifer Zielinski,R,false,lite,0.0,20.33,13.83,26.79
2018-10-29,MN,6,,Tom Emmer,R,true,lite,0.9773,61.21,54.42,68.06
2018-10-29,MN,6,,Ian Todd,D,false,lite,0.0227,38.79,31.94,45.58
2018-10-29,MN,7,,Collin C. Peterson,D,true,lite,0.7387,53.21,46.65,59.77
2018-10-29,MN,7,,Dave Hughes,R,false,lite,0.2613,46.79,40.23,53.35
2018-10-29,MN,8,,Pete Stauber,R,false,lite,0.9018,53.42,47.64,59.16
2018-10-29,MN,8,,Joe Radinovich,D,false,lite,0.0982,42.28,36.47,48.01
2018-10-29,MN,8,,Ray Skip Sandman,Independence Party,false,lite,0.0,4.3,1.65,7.5
2018-10-29,MO,1,,"William ""Lacy"" Clay Jr.",D,true,lite,1.0,84.16,78.19,90.09
2018-10-29,MO,1,,Robb Cunningham,LIB,false,lite,0.0,3.49,1.23,6.25
2018-10-29,MO,1,,Robert Vroman,R,false,lite,0.0,12.36,6.46,18.33
2018-10-29,MO,2,,Ann Wagner,R,true,lite,0.7903,51.52,46.26,56.74
2018-10-29,MO,2,,Cort VanOstran,D,false,lite,0.2097,45.23,40.02,50.43
2018-10-29,MO,2,,Others,,false,lite,0.0,3.25,1.11,5.87
2018-10-29,MO,3,,Blaine Luetkemeyer,R,true,lite,0.9992,67.16,60.24,74.14
2018-10-29,MO,3,,Katy Geppert,D,false,lite,0.0008,29.53,22.52,36.4
2018-10-29,MO,3,,Donald Stolle,LIB,false,lite,0.0,3.31,1.14,5.95
2018-10-29,MO,4,,Vicky Hartzler,R,true,lite,0.9987,66.37,59.65,73.02
2018-10-29,MO,4,,Renee Hoagenson,D,false,lite,0.0013,30.35,23.64,37.03
2018-10-29,MO,4,,Mark Bliss,LIB,false,lite,0.0,3.28,1.12,5.94
2018-10-29,MO,5,,Emanuel Cleaver,D,true,lite,0.9987,66.94,59.98,73.87
2018-10-29,MO,5,,Jacob Turk,R,false,lite,0.0013,29.28,22.34,36.24
2018-10-29,MO,5,,Others,,false,lite,0.0,3.78,1.38,6.71
2018-10-29,MO,6,,Sam Graves,R,true,lite,0.9961,64.2,57.13,71.27
2018-10-29,MO,6,,Henry Robert Martin,D,false,lite,0.0039,32.56,25.51,39.6
2018-10-29,MO,6,,Dan Hogan,LIB,false,lite,0.0,3.24,1.11,5.89
2018-10-29,MO,7,,Billy Long,R,true,lite,0.9999,71.48,64.63,78.29
2018-10-29,MO,7,,Jamie Daniel Schoolcraft,D,false,lite,0.0001,25.13,18.28,31.94
2018-10-29,MO,7,,Benjamin Brixey,LIB,false,lite,0.0,3.39,1.18,6.11
2018-10-29,MO,8,,Jason Smith,R,true,lite,0.9998,73.6,66.36,80.89
2018-10-29,MO,8,,Kathy Ellis,D,false,lite,0.0002,22.97,15.68,30.2
2018-10-29,MO,8,,Jonathan Shell,LIB,false,lite,0.0,3.44,1.2,6.14
2018-10-29,MS,1,,Trent Kelly,R,true,lite,0.9895,59.87,53.78,65.91
2018-10-29,MS,1,,Randy Wadkins,D,false,lite,0.0105,37.37,31.27,43.42
2018-10-29,MS,1,,Tracella Lou O'Hara Hill,REF,false,lite,0.0,2.76,0.88,5.12
2018-10-29,MS,2,,Bennie G. Thompson,D,true,lite,0.9974,62.99,57.21,68.82
2018-10-29,MS,2,,Irving Harris,REF,false,lite,0.0026,34.46,28.61,40.19
2018-10-29,MS,2,,Others,,false,lite,0.0,2.54,0.67,4.96
2018-10-29,MS,3,,Michael Guest,R,false,lite,0.9515,56.48,50.13,62.78
2018-10-29,MS,3,,Michael Ted Evans,D,false,lite,0.0485,40.16,33.79,46.52
2018-10-29,MS,3,,Matthew Holland,REF,false,lite,0.0,3.36,1.15,6.05
2018-10-29,MS,4,,Steven Palazzo,R,true,lite,0.9789,58.75,52.55,64.92
2018-10-29,MS,4,,Jeramey Anderson,D,false,lite,0.0211,38.73,32.52,44.89
2018-10-29,MS,4,,Lajena Sheets,REF,false,lite,0.0,2.52,0.78,4.7
2018-10-29,MT,1,,Greg Gianforte,R,true,lite,0.6976,50.15,45.22,55.03
2018-10-29,MT,1,,Kathleen Williams,D,false,lite,0.3024,46.42,41.51,51.35
2018-10-29,MT,1,,Elinor Swanson,LIB,false,lite,0.0,3.43,1.19,6.16
